"","Fold Change","log2(FC)"
"2.739/1076.50067",3.1481,1.6545
"2.131/1151.37441",0.32388,-1.6265
"2.128/575.18401",0.33424,-1.581
"2.738/890.42368",2.9917,1.581
"2.652/841.46858",2.9284,1.5501
"5.086/249.18485",2.886,1.5291
"2.740/1076.70079",2.8674,1.5198
"0.731/796.16521",2.8386,1.5052
"2.129/683.74551",0.35803,-1.4819
"1.199/327.06853",2.793,1.4818
"1.044/302.18342",2.7863,1.4783
"2.127/634.30522",2.7838,1.4771
"0.764/341.11047",0.35952,-1.4759
"1.425/701.19228",0.36361,-1.4595
"2.738/1068.70782",2.7477,1.4582
"2.092/302.03422",2.7457,1.4572
"4.789/811.46806",2.7237,1.4455
"2.930/401.13524",2.687,1.426
"2.114/925.24564",0.37374,-1.4199
"2.127/593.17271",0.37403,-1.4188
"5.087/301.21747",2.6477,1.4047
"0.591/455.10021",0.38121,-1.3914
"2.225/458.26124",2.5566,1.3542
"1.425/665.21403",0.39128,-1.3537
"0.822/304.04957",2.546,1.3482
"0.619/250.00060",2.5358,1.3425
"4.911/763.46826",2.5322,1.3404
"4.779/761.45246",2.5292,1.3387
"2.219/255.08746",2.5083,1.3267
"0.767/541.13703",0.39971,-1.323
"2.219/784.14808",2.4778,1.3091
"2.738/1068.90881",2.457,1.2969
"2.091/536.13890",2.4258,1.2785
"0.767/539.13920",0.41228,-1.2783
"0.581/248.96141",0.41264,-1.277
"2.220/391.57013",2.4125,1.2705
"2.220/528.05153",2.3745,1.2476
"0.577/464.19881",0.42717,-1.2271
"0.741/969.25190",0.42864,-1.2222
"0.592/377.08582",0.43029,-1.2166
"2.251/429.23485",2.3211,1.2148
"0.581/204.97078",0.43137,-1.213
"1.047/400.15803",2.3154,1.2112
"2.307/861.02697",2.2938,1.1977
"0.974/162.89404",0.44005,-1.1843
"0.590/379.08332",0.4425,-1.1762
"0.783/748.24595",0.44322,-1.1739
"1.046/376.11464",2.2424,1.1651
"1.046/338.15863",2.2323,1.1585
"0.461/450.78725",0.44995,-1.1521
"2.407/769.41183",0.45253,-1.1439
"1.045/384.18511",2.2031,1.1395
"1.047/340.13785",2.2025,1.1391
"2.076/235.10921",0.45431,-1.1382
"2.153/378.16962",2.1613,1.1119
"2.129/792.30619",0.46304,-1.1108
"0.650/539.13572",0.46522,-1.104
"2.702/1015.81576",2.1445,1.1007
"0.695/318.02899",2.1397,1.0974
"0.973/160.89713",0.46918,-1.0918
"0.610/199.01070",2.1087,1.0763
"0.775/503.16124",0.48022,-1.0582
"2.160/391.20990",2.0785,1.0556
"1.060/116.01811",2.0705,1.05
"0.976/316.08230",0.48584,-1.0414
"0.571/401.13093",0.48605,-1.0408
"2.216/728.15308",2.0569,1.0405
"2.113/886.29392",0.48845,-1.0337
"2.178/508.10102",2.0393,1.0281
"0.577/161.04509",0.49048,-1.0277
"2.405/367.19759",0.49271,-1.0212
"2.362/435.22449",2.0241,1.0173
"0.814/151.02144",0.49844,-1.0045
