Metabolite	Method	Posthoc	statistic	ANOVA_p.value	ANOVA_padj	Clone1	Clone2	pvalue_posthoc
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.1	AC9.3	1
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.2	AC9.3	1
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.1	AC9.2	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.1	E30	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.2	E30	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.3	E30	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.1	AC9.3	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.2	AC9.3	1
0.672/450.04005	ANOVA	NA	0.0723551449060077	0.9731385959331438	1	AC9.1	AC9.2	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.1	E30	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.2	E30	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.3	E30	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.1	AC9.3	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.2	AC9.3	1
1.100/450.09212	ANOVA	NA	1.876245268671638	0.21197320603232575	1	AC9.1	AC9.2	1
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	AC9.2	AC9.1	0.7989197257426586
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	AC9.3	AC9.1	0.48933484790835585
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	AC9.3	AC9.2	0.48933484790835585
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	E30	AC9.1	0.12388161130831686
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	E30	AC9.2	0.10308053650803553
0.684/450.09315	ANOVA	Tukey's test	6.061423295655039	0.01862982604610734	1	E30	AC9.3	0.019274370659842017
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	AC9.2	AC9.1	0.8007984702272539
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	AC9.3	AC9.1	0.23610945580549986
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	AC9.3	AC9.2	0.0641898183846025
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	E30	AC9.1	0.8007984702272539
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	E30	AC9.2	0.2508909015305423
2.114/450.10257	ANOVA	Tukey's test	4.132201601760619	0.048195586544966945	1	E30	AC9.3	0.8007984702272539
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.1	E30	1
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.2	E30	1
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.3	E30	1
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.1	AC9.3	1
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.2	AC9.3	1
1.224/451.08888	ANOVA	NA	1.3988925219729715	0.3121783029357861	1	AC9.1	AC9.2	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.1	E30	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.2	E30	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.3	E30	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.1	AC9.3	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.2	AC9.3	1
1.103/451.09006	ANOVA	NA	2.28250489621085	0.15601249288431893	1	AC9.1	AC9.2	1
0.905/451.09089	ANOVA	NA	2.292917586746647	0.15483255087562148	1	AC9.1	E30	1
0.905/451.09089	ANOVA	NA	2.292917586746647	0.15483255087562148	1	AC9.2	E30	1
